(0.666, 0.908, 0.135, 0.94, -0.653, -0.019, -0.983, -0.532); 0.766; 0.16699; 0.93299
(0.753, -0.881, 0.309, 0.019, 0.975, 0.987, -0.753, -0.476); 0.818; 0.42322; 1.24122
(0.983, -0.34, -0.639, 0.824, 0.234, -0.384, 0.109, -0.145); 3.563; 0.71607; 4.27907
(-0.084, 0.104, -0.66, 0.231, 0.91, 0.184, 0.575, -0.435); 1.365; -0.39194; 0.97306
(-0.691, -0.987, 0.963, -0.762, -0.24, 0.309, 0.469, 0.236); -2.343; -0.92756; -3.27056
(-0.121, 0.63, -0.115, 0.671, -0.892, 0.444, -0.805, -0.225); 0.15; 0.32157; 0.47157
(-0.113, -0.636, -0.102, 0.706, -0.927, -0.612, 0.951, -0.1); 0.354; -2.00172; -1.64772
(-0.221, 0.825, 0.552, -0.653, 0.196, -0.639, 0.551, 0.113); 3.992; -0.25795; 3.73405
(0.597, -0.87, 0.856, -0.54, 0.7, -0.117, 0.778, -0.797); 1.422; -0.81605; 0.60595
(-0.892, -0.063, 0.861, -0.069, 0.015, -0.672, 0.082, -0.146); 0.532; -0.38904; 0.14296
(0.776, 0.482, -0.044, -0.702, -0.708, 0.942, 0.222, -0.55); 1.32; 0.28461; 1.60461
(0.622, -0.568, -0.092, 0.754, -0.793, -0.794, -0.895, -0.697); -0.187; -0.32461; -0.51161
(-0.251, -0.357, -0.44, -0.972, -0.026, -0.109, 0.482, -0.394); -1.707; -0.09183; -1.79883
(0.162, -0.374, 0.506, -0.652, -0.021, -0.108, -0.083, 0.076); 0.993; 0.31732; 1.31032
(0.072, -0.367, 0.648, 0.903, 0.118, 0.271, 0.447, -0.36); 4.35; 0.2081; 4.5581
(0.185, -0.075, -0.031, -0.212, 0.073, -0.564, -0.518, -0.6); -0.922; -0.41795; -1.33995
(0.189, -0.509, 0.561, 0.811, 0.519, -0.343, 0.885, -0.311); 1.077; 0.48158; 1.55858
(-0.277, 0.191, 0.321, -0.182, 0.573, 0.707, -0.423, -0.551); 0.88; -0.11575; 0.76425
(-0.205, 0.397, 0.34, -0.649, -0.223, 0.804, 0.92, 0.208); 1.011; 0.47148; 1.48248
(0.56, 0.68, -0.556, -0.868, 0.223, -0.231, 0.422, -0.413); -0.059; -0.13359; -0.19259
(-0.132, 0.617, -0.814, -0.184, -0.694, 0.067, 0.466, 0.974); 1.526; 0.23802; 1.76402
(0.507, -0.711, -0.126, 0.084, 0.276, 0.402, 0.947, 0.884); 3.054; -0.2455; 2.8085
(-0.583, -0.683, 0.94, -0.679, 0.936, -0.76, 0.17, -0.74); 5.147; -0.77894; 4.36806
(-0.732, -0.332, 0.587, 0.405, -0.365, -0.726, -0.283, -0.652); -3.006; 0.1158; -2.8902
(-0.53, -0.006, -0.023, 0.845, -0.82, 0.066, 0.13, -0.714); -0.005; -0.02259; -0.02759
(-0.279, -0.724, 0.787, -0.303, -0.87, -0.05, 0.058, 0.774); 0.112; 0.87046; 0.98246
(0.438, -0.588, 0.817, -0.99, 0.394, -0.916, 0.639, -0.621); 7.413; -0.51725; 6.89575
(0.595, 0.627, 0.543, -0.78, -0.199, -0.79, 0.437, 0.988); 5.58; 1.37528; 6.95528
(0.045, 0.304, 0.334, -0.715, -0.257, -0.302, 0.501, -0.177); 1.35; -0.26726; 1.08274
(-0.264, 0.098, -0.588, -0.869, -0.524, -0.958, 0.339, -0.086); -6.865; -0.18394; -7.04894
(0.233, 0.136, -0.892, 0.63, 0.638, -0.985, -0.14, 0.571); 6.883; -0.06303; 6.81997
(-0.169, 0.72, 0.39, 0.321, 0.812, 0.558, 0.17, -0.905); 3.312; -0.00966; 3.30234
(-0.091, 0.377, 0.046, 0.169, -0.301, 0.682, -0.509, 0.279); 1.8; 0.78198; 2.58198
(-0.126, -0.703, -0.962, -0.74, -0.424, -0.055, -0.946, -0.866); -4.317; -1.43076; -5.74776
(0.593, 0.96, -0.138, -0.06, 0.205, -0.806, 0.077, 0.348); 2.465; -0.85686; 1.60814
(0.889, 0.286, 0.09, -0.18, 0.824, 0.047, -0.045, 0.468); 3.709; -0.04653; 3.66247
(-0.124, -0.865, 0.184, 0.732, -0.261, -0.808, -0.789, 0.813); -1.402; -0.78729; -2.18929
(-0.778, 0.308, -0.825, 0.025, 0.822, -0.531, -0.385, 0.223); -0.557; 0.27937; -0.27763
(0.147, 0.121, -0.216, -0.918, 0.19, -0.446, 0.241, -0.124); -1.054; -0.41651; -1.47051
(-0.463, 0.992, -0.357, 0.942, -0.045, 0.068, -0.462, -0.652); 0.795; -0.02887; 0.76613
(0.412, -0.089, 0.17, -0.635, 0.02, 0.317, 0.52, 0.333); 1.712; -0.13142; 1.58058
(-0.172, 0.37, 0.194, -0.045, 0.261, -0.387, -0.874, -0.704); -0.518; 0.09697; -0.42103
(0.945, 0.785, 0.654, -0.482, 0.678, 0.579, 0.082, -0.394); 2.961; 0.8306; 3.7916
(-0.786, 0.996, 0.998, 0.702, -0.108, 0.459, 0.821, 0.084); 7.582; -0.19195; 7.39005
(-0.75, 0.953, 0.075, 0.539, 0.245, -0.87, -0.076, -0.976); -0.409; -0.19876; -0.60776
(-0.468, 0.923, 0.383, 0.131, -0.776, 0.37, 0.211, 0.275); 2.866; -0.28167; 2.58433
(0.377, 0.856, -0.105, 0.222, 0.06, 0.178, 0.359, -0.624); 2.323; -0.20705; 2.11595
(-0.889, -0.767, -0.915, 0.11, -0.39, 0.569, -0.676, -0.7); -3.699; -0.31069; -4.00969
(0.731, -0.821, -0.294, 0.38, 0.125, -0.466, -0.731, 0.155); 0.354; 0.10114; 0.45514
(-0.504, 0.712, -0.47, 0.866, -0.956, 0.222, -0.435, -0.051); 0.134; 0.14315; 0.27715
(-0.127, 0.618, -0.629, 0.536, -0.932, 0.273, 0.647, -0.141); 0.494; 0.77205; 1.26605
(0.698, -0.29, -0.29, 0.822, 0.981, 0.578, -0.541, 0.885); 2.135; 0.18116; 2.31616
(-0.269, 0.735, -0.356, -0.565, -0.485, 0.382, 0.959, 0.042); 2.446; -0.03506; 2.41094
(-0.786, 0.369, 0.797, 0.563, -0.996, -0.376, 0.553, 0.403); 0.345; 0.67604; 1.02104
(0.992, 0.796, 0.596, 0.379, -0.239, -0.93, 0.536, -0.086); 0.667; 0.38794; 1.05494
(0.73, -0.736, 0.714, 0.291, 0.772, 0.403, -0.128, 0.032); 3.145; 1.99984; 5.14484
(-0.803, -0.515, 0.15, -0.644, -0.283, 0.286, 0.189, 0.788); -0.188; -1.33864; -1.52664
